,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,gdp, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,log_rate
1859,2001,0,78.5,83,0,8.75,2205.98595,9,65,59.6,0,82,7.58,9,0.1,13882,0.3,0.3,0.868,17.4,4.375757021660286
1860,2000,0,78.6,87,0,8.91,2143.021083,9,65,58.9,0,82,7.47,9,0.1,13641,0.3,0.3,0.864,17.2,4.377014092850337
1861,2015,1,74.8,145,2,0.0,0.0,98,0,54.0,2,99,0.0,98,0.1,295,1.8,1.7,0.642,11.7,4.328098292648326
1862,2014,1,74.5,148,2,3.55,473.1238124,98,0,53.2,3,99,9.4,98,0.1,1975,1.8,1.7,0.636,11.6,4.324132656254979
1863,2013,1,73.9,157,2,3.58,366.4841804,98,0,52.4,3,99,8.43,98,0.1,1847,1.8,1.7,0.63,11.5,4.316153890523174
1864,2012,1,73.9,157,2,3.63,334.8174246,98,0,51.7,3,99,8.4,98,0.1,1792,1.8,1.7,0.625,11.5,4.316153890523174
1865,2011,1,74.5,147,3,3.39,321.6132593,98,0,5.9,3,99,6.39,98,0.1,1682,1.8,1.8,0.62,11.5,4.324132656254979
1866,2010,1,73.2,154,3,3.38,302.7045411,98,0,5.2,3,99,6.58,98,0.1,1526,1.9,1.8,0.614,11.4,4.3067641501733345
1867,2009,1,73.2,163,3,3.36,292.753101,98,0,49.4,3,99,6.82,98,0.2,1464,1.9,1.8,0.613,11.3,4.3067641501733345
1868,2008,1,72.5,169,3,3.64,275.064434,97,0,48.6,3,97,6.98,97,0.2,1518,1.9,1.8,0.607,11.1,4.297285406218791
1869,2007,1,72.5,173,3,3.83,253.0007812,93,0,47.9,4,93,6.91,93,0.2,1344,2.0,1.9,0.601,11.0,4.297285406218791
1870,2006,1,73.0,17,3,3.69,21.41123529,88,0,47.1,4,88,6.33,88,0.3,124,2.0,1.9,0.597,11.0,4.30406509320417
1871,2005,1,71.2,194,3,3.7,218.5716179,86,0,46.4,4,87,6.11,86,0.3,1175,2.0,1.9,0.592,11.0,4.279440045898781
1872,2004,1,71.0,194,4,3.81,36.81621175,79,0,45.7,4,8,6.13,79,0.3,191,2.1,2.0,0.587,11.0,4.276666119016055
1873,2003,1,76.0,198,4,3.77,2.542436908,86,0,44.9,5,86,6.12,86,0.3,115,2.1,2.0,0.583,11.0,4.343805421853684
1874,2002,1,75.0,197,4,3.5,2.092343893,85,0,44.2,5,85,5.71,85,0.4,11,2.2,2.1,0.577,10.7,4.330733340286331
1875,2001,1,73.0,193,4,3.51,22.35595448,87,0,43.5,5,89,5.26,87,0.4,143,2.2,2.1,0.57,10.4,4.30406509320417
1876,2000,1,73.0,192,4,3.61,15.25518816,83,0,42.8,5,85,5.39,83,0.4,116,2.2,2.1,0.562,10.1,4.30406509320417
1877,2015,1,61.8,22,49,0.0,0.0,65,7693,19.3,87,65,0.0,65,0.4,358,9.6,9.4,0.351,5.4,4.139955073474153
1878,2014,1,61.4,223,49,0.01,3.304039899,68,1142,18.9,88,67,5.82,68,0.5,43,9.8,9.6,0.345,5.3,4.133565275375382
1879,2013,1,69.0,227,49,0.01,31.50243237,67,1224,18.5,89,56,5.9,67,0.6,416,1.0,9.9,0.341,5.3,4.248495242049359
1880,2012,1,63.0,232,49,0.01,29.75517982,71,272,18.1,90,71,6.11,71,0.7,391,1.3,1.1,0.331,5.1,4.1588830833596715
1881,2011,1,59.4,241,50,0.15,32.22493445,75,771,17.7,93,4,6.66,75,0.7,375,1.5,1.3,0.323,4.8,4.100989104940769
1882,2010,1,58.2,252,50,0.12,5.883760536,7,372,17.3,95,75,6.36,7,0.9,348,1.7,1.6,0.312,4.5,4.0809215418899605
1883,2009,1,57.1,263,51,0.11,5.665405066,71,801,16.9,99,71,6.98,71,1.1,341,11.0,1.8,0.307,4.2,4.062165663857866
1884,2008,1,56.0,272,52,0.12,40.37835666,0,1317,16.5,102,68,6.76,67,1.3,354,11.2,11.0,0.298,4.0,4.04305126783455
1885,2007,1,55.2,276,53,0.1,35.80929749,0,282,16.1,106,57,6.94,57,1.4,292,11.4,11.3,0.293,3.8,4.028916756899646
1886,2006,1,54.5,277,54,0.11,43.42193066,0,59,15.7,110,52,7.39,51,1.5,258,11.6,11.5,0.286,3.7,4.0163830207523885
1887,2005,1,53.7,278,55,0.11,3.751715442,0,2183,15.4,114,46,7.15,45,1.6,25,11.9,11.8,0.278,3.5,4.001863709427935
1888,2004,1,52.9,279,56,0.11,20.86118432,0,63057,15.0,118,45,6.61,43,1.6,232,12.1,12.0,0.27,3.1,3.9871304779149512
1889,2003,1,52.1,28,56,0.1,20.26876572,0,54190,14.6,121,44,6.23,41,1.6,215,12.3,12.2,0.266,3.0,3.9721769282478934
1890,2002,1,51.4,282,57,0.1,17.58722718,0,31584,14.3,124,43,6.55,39,1.6,177,12.5,12.5,0.261,2.9,3.9589065913269965
1891,2001,1,56.0,283,57,0.11,1.817829717,0,61208,13.9,127,42,7.1,36,1.6,165,12.7,12.7,0.255,2.9,4.04305126783455
1892,2000,1,50.0,284,58,0.1,13.35783844,0,21319,13.6,128,41,6.1,34,1.5,158,12.8,12.9,0.253,2.8,3.9318256327243257
1893,2015,1,54.5,344,483,0.0,0.0,49,12423,25.4,747,49,0.0,49,3.7,2655,9.8,9.7,0.525,10.0,4.0163830207523885
1894,2014,1,53.6,362,490,0.01,263.2111031,49,6855,24.7,759,49,3.67,49,3.9,3221,1.1,9.9,0.521,10.0,4.000033882750859
1895,2013,1,53.2,367,498,8.3,194.2032879,46,52852,24.1,773,46,3.7,46,3.9,2996,1.4,1.2,0.514,9.8,3.9926809084456005
1896,2012,1,52.7,374,505,8.54,204.7186256,42,6447,23.5,788,42,3.3,42,4.4,2755,1.7,1.6,0.507,9.7,3.983413001514819
1897,2011,1,52.3,375,513,8.75,187.5733187,46,18843,22.8,802,48,3.69,48,4.7,2527,11.0,1.9,0.5,9.6,3.975936331171799
1898,2010,1,52.0,374,521,8.9,133.1230872,49,8491,22.2,817,54,3.47,54,4.8,2327,11.3,11.2,0.492,9.5,3.970291913552122
1899,2009,1,51.6,376,527,9.05,14.5676468,63,1272,21.6,832,66,4.24,63,4.9,197,11.7,11.6,0.487,9.3,3.9627161197436642
1900,2008,1,59.0,386,536,9.3,105.5910629,41,9960,21.0,848,6,4.0,53,5.0,1383,12.0,11.9,0.481,9.2,4.0943445622221
1901,2007,1,55.0,388,542,9.55,104.4746444,42,2613,2.4,863,54,4.47,42,5.2,1136,12.3,12.3,0.477,9.1,4.02535169073515
1902,2006,1,49.8,396,549,9.66,10.35779424,27,704,19.9,879,46,3.66,4,5.3,119,12.6,12.6,0.466,9.0,3.927896354584436
1903,2005,1,49.2,4,556,9.71,6.416252787,18,110927,19.3,893,45,4.11,36,5.4,87,12.9,12.9,0.463,8.9,3.9160150266976834
1904,2004,1,48.5,47,563,9.76,57.22555815,0,31521,18.8,907,43,4.33,33,5.4,648,13.2,13.2,0.445,8.5,3.901972669574645
1905,2003,1,48.1,41,567,9.75,30.19550849,0,141258,18.3,918,42,4.5,29,5.4,512,13.5,13.6,0.0,8.1,3.893859034800475
1906,2002,1,47.7,49,571,9.61,17.137754,0,42007,17.8,928,4,2.43,25,5.3,459,13.8,13.8,0.0,7.7,3.885679030088544
1907,2001,1,47.4,48,574,9.58,15.830985,0,168107,17.3,936,36,3.25,27,5.1,351,14.1,14.1,0.0,8.0,3.879499813722586
1908,2000,1,47.1,45,576,9.23,22.48177606,0,212183,16.9,943,31,2.84,29,4.9,379,14.3,14.4,0.0,7.6,3.8732821771117156
1909,2013,1,0.0,0,0,0.01,0.0,99,0,77.3,0,99,7.2,99,0.1,0,0.1,0.1,0.0,0.0,0.0
1910,2015,0,81.8,59,0,5.97,0.0,0,14,61.2,0,95,0.0,95,0.1,7455,0.8,0.7,0.948,17.7,4.416428061391214
1911,2014,0,81.6,61,0,6.06,177.6382878,0,3,6.8,0,93,9.72,93,0.1,975,0.8,0.7,0.945,17.7,4.414009680526933
1912,2013,0,81.5,62,0,6.21,234.782883,0,8,6.3,0,94,9.39,94,0.1,1291,0.8,0.7,0.942,17.5,4.412798293340635
1913,2012,0,81.3,61,0,6.21,2094.19096,0,4,59.8,0,95,9.16,95,0.1,11563,0.7,0.7,0.941,17.6,4.410371107683024
1914,2011,0,81.1,67,0,6.53,277.3550522,0,39,59.4,0,94,9.14,94,0.1,1574,0.7,0.7,0.939,17.6,4.407938016458383
1915,2010,0,81.0,66,0,6.59,15268.06445,0,3,58.9,0,93,9.26,93,0.1,87646,0.7,0.7,0.936,17.4,4.406719247264253
1916,2009,0,89.0,67,0,6.68,142.3749426,0,2,58.5,0,94,9.49,94,0.1,817,0.7,0.7,0.936,17.4,4.499809670330265
1917,2008,0,86.0,67,0,6.75,1707.130633,0,4,58.0,0,94,8.4,94,0.1,9688,0.7,0.7,0.936,17.6,4.465908118654584
1918,2007,0,85.0,67,0,6.6,14829.41215,0,0,57.5,0,93,8.58,93,0.1,85128,0.7,0.7,0.934,17.6,4.454347296253507
1919,2006,0,84.0,7,0,6.47,12829.25408,0,0,57.0,0,94,8.43,94,0.1,74114,0.8,0.7,0.931,17.5,4.442651256490317
1920,2005,0,81.0,73,0,6.37,11792.53465,0,0,56.5,0,91,8.89,91,0.1,66775,0.8,0.7,0.929,17.6,4.406719247264253
1921,2004,0,79.8,77,0,6.22,1009.825011,0,7,55.9,0,92,9.44,92,0.1,5757,0.8,0.7,0.924,17.5,4.39197696552705
1922,2003,0,79.4,78,0,6.04,880.7380617,0,8,55.3,0,92,9.85,92,0.1,5111,0.8,0.7,0.918,17.1,4.387014176184921
1923,2002,0,78.9,81,0,5.89,749.6823382,0,5,54.6,0,93,9.62,93,0.1,4361,0.8,0.7,0.916,17.1,4.380775852772229
1924,2001,0,78.8,82,0,5.49,6356.827282,0,4,54.0,0,91,8.65,91,0.1,38549,0.8,0.7,0.917,17.5,4.379523504455763
1925,2000,0,78.5,85,0,5.67,6191.211908,0,0,53.3,0,91,8.27,9,0.1,38146,0.8,0.7,0.911,17.1,4.375757021660286
1926,2015,1,76.6,99,1,0.0,0.0,99,0,54.6,1,99,0.0,99,0.1,16627,7.1,6.9,0.795,13.7,4.351567427189173
1927,2014,1,76.4,11,1,0.4,166.1913728,99,0,53.5,1,99,3.55,99,0.1,2458,7.1,6.9,0.796,13.7,4.3489867805956814
1928,2013,1,76.2,12,1,0.46,1154.893473,98,0,52.8,1,99,2.76,98,0.1,21268,7.0,6.8,0.796,13.7,4.3463994570307305
1929,2012,1,76.0,14,1,0.51,1055.835493,98,13,52.3,1,99,2.52,98,0.1,22134,7.0,6.8,0.797,13.7,4.343805421853684
1930,2011,1,75.8,15,1,0.54,158.27708,99,5,52.0,1,99,2.49,99,0.1,2986,6.9,6.8,0.797,13.6,4.341204640153626
1931,2010,1,75.6,16,1,0.56,129.2260751,99,3,51.8,1,99,2.74,99,0.1,1928,6.9,6.8,0.797,13.5,4.338597076746545
1932,2009,1,75.4,18,1,0.56,1040.629462,98,19,51.5,1,96,2.83,98,0.1,16784,6.9,6.8,0.782,12.4,4.335982696172475
1933,2008,1,75.2,19,1,0.57,123.0966298,99,18,51.1,1,97,2.1,99,0.1,2275,6.9,6.8,0.765,11.9,4.333361462692601
1934,2007,1,74.9,113,1,0.57,88.45038011,99,24,5.6,1,97,2.43,99,0.1,1585,7.0,6.8,0.753,11.5,4.3294166844015844
1935,2006,1,74.7,115,1,0.58,78.51141,99,13,5.1,1,98,2.31,98,0.1,1448,7.0,6.8,0.748,11.6,4.3267781604434035
1936,2005,1,74.3,118,1,0.63,854.0115758,99,25,49.5,1,99,2.59,99,0.1,12376,7.0,6.8,0.742,11.5,4.321480134805848
1937,2004,1,74.0,122,1,0.61,70.46762486,99,18,48.9,1,99,2.98,99,0.1,1129,7.1,6.8,0.734,11.5,4.31748811353631
1938,2003,1,73.6,127,1,0.56,65.65631302,99,1,48.1,1,99,3.17,99,0.1,969,7.1,6.8,0.725,11.2,4.312140507209715
1939,2002,1,73.3,13,1,0.54,585.9170945,99,5,47.3,1,99,3.18,99,0.1,8629,7.1,6.8,0.716,11.0,4.308110951723713
1940,2001,1,72.9,134,1,0.55,564.5425663,99,15,46.5,1,99,3.8,99,0.1,8476,7.1,6.9,0.705,10.7,4.302712827954156
1941,2000,1,72.6,138,1,0.38,62.86657508,99,15,45.9,1,99,3.7,99,0.1,861,7.2,6.9,0.0,10.4,4.298645025734831
1942,2015,1,66.4,161,352,0.0,0.0,72,386,25.4,433,72,0.0,72,0.1,1431,19.2,19.6,0.548,8.1,4.210645017918261
1943,2014,1,66.2,162,359,0.01,62.29361092,72,1370,24.7,442,72,2.61,72,0.1,1316,19.4,19.8,0.542,7.8,4.207673247529104
1944,2013,1,66.0,163,365,0.04,60.18648815,72,8749,23.9,450,72,2.7,72,0.1,1272,19.6,2.0,0.538,7.7,4.204692619390966
1945,2012,1,65.7,165,369,0.04,59.65900139,72,8046,23.2,456,72,2.76,72,0.1,1261,19.8,2.2,0.529,7.6,4.200204952921578
1946,2011,1,65.5,167,371,0.04,57.87736282,74,4386,22.5,459,75,3.1,74,0.1,1226,2.0,2.4,0.525,7.5,4.197201947661808
1947,2010,1,65.1,172,372,0.04,0.66751505,82,4321,21.9,461,82,3.2,82,0.1,14,2.2,2.7,0.521,7.5,4.191168746857641
1948,2009,1,64.8,175,371,0.03,0.697215581,78,863,21.3,460,7,2.94,71,0.1,16,2.5,2.9,0.514,7.3,4.186619838331271
1949,2008,1,64.6,177,369,0.03,5.447133608,65,1129,2.6,460,7,3.26,62,0.1,139,2.7,21.1,0.513,7.3,4.183575695950044
1950,2007,1,64.4,178,367,0.03,3.912744517,75,2801,2.1,459,75,3.35,75,0.1,95,2.8,21.3,0.505,6.7,4.180522258463153
1951,2006,1,64.2,179,365,0.03,40.36829999,78,7641,19.5,458,77,3.4,78,0.1,873,21.0,21.5,0.501,6.5,4.177459468932607
1952,2005,1,62.9,2,364,0.04,30.59320769,7,2981,18.9,459,78,2.91,77,0.1,711,21.2,21.7,0.487,6.1,4.157319361383489
1953,2004,1,63.7,183,364,0.01,28.98323119,65,4248,18.4,461,65,2.56,65,0.1,649,21.4,21.8,0.474,5.6,4.169761201506855
1954,2003,1,63.5,185,366,0.01,24.23455671,63,4740,17.9,466,69,2.61,67,0.1,563,21.6,22.0,0.465,5.6,4.1666652238017265
1955,2002,1,63.2,187,371,0.01,22.39387584,0,3903,17.4,474,71,2.76,68,0.1,499,21.8,22.2,0.457,5.5,4.162003210695915
1956,2001,1,63.0,189,377,0.01,1.766663097,0,3849,16.9,483,68,2.61,65,0.1,51,22.0,22.4,0.45,5.4,4.1588830833596715
1957,2000,1,62.8,19,385,0.02,18.84534312,0,2064,16.4,495,65,2.79,62,0.1,533,22.2,22.6,0.445,5.3,4.155753190350744
1958,2013,1,0.0,0,0,0.0,344.6906308,99,0,83.3,0,99,9.27,99,0.1,1932,0.1,0.1,0.779,14.2,0.0
1959,2015,1,77.8,118,1,0.0,0.0,73,0,57.8,1,72,0.0,73,0.1,13134,1.9,1.8,0.785,13.0,4.366912996863833
1960,2014,1,77.6,119,1,6.74,1842.463782,8,0,57.1,1,8,8.3,8,0.1,12593,1.9,1.8,0.78,13.0,4.364371699435161
1961,2013,1,77.5,118,1,6.89,1694.467075,8,0,56.3,1,81,8.9,8,0.1,11685,1.9,1.9,0.773,12.9,4.363098624788363
1962,2012,1,77.2,12,1,6.95,201.7490628,85,0,55.6,1,87,7.25,85,0.1,1589,1.9,1.9,0.765,12.8,4.359269647551265
1963,2011,1,77.3,121,1,6.9,119.2124275,87,4,54.9,1,91,7.5,87,0.1,927,2.0,1.9,0.758,12.9,4.360547602996758
1964,2010,1,76.5,122,1,6.94,1199.319976,94,0,54.2,2,95,8.5,94,0.1,7937,2.0,1.9,0.756,12.8,4.350277936359301
1965,2009,1,76.8,127,1,6.87,1092.155356,85,0,53.4,2,85,7.56,85,0.1,7429,2.0,1.9,0.755,12.8,4.354141431184346
1966,2008,1,76.5,127,1,6.74,956.8229765,86,0,52.7,2,86,6.75,86,0.1,6973,2.0,2.0,0.75,12.8,4.350277936359301
1967,2007,1,76.4,124,1,6.16,76.2508038,85,0,51.9,2,84,6.31,85,0.2,668,2.1,2.0,0.743,12.9,4.3489867805956814
1968,2006,1,76.2,125,1,5.72,631.1251711,88,0,51.1,2,98,7.0,88,0.1,5348,2.1,2.0,0.744,12.9,4.3463994570307305
1969,2005,1,75.8,122,1,5.53,623.9100503,92,0,5.3,2,88,7.48,92,0.1,4916,2.1,2.1,0.74,12.9,4.341204640153626
1970,2004,1,75.8,123,1,5.69,527.60848,95,0,49.5,2,92,8.9,95,0.2,4591,2.2,2.1,0.733,12.8,4.341204640153626
1971,2003,1,75.5,126,1,5.52,58.45976019,98,0,48.6,2,95,7.6,98,0.1,4267,2.2,2.2,0.728,12.8,4.33729074083249
1972,2002,1,75.7,125,1,5.52,78.80940216,98,0,47.8,2,99,8.3,99,0.2,4126,2.3,2.2,0.725,12.6,4.33990170837321
1973,2001,1,75.5,124,2,5.43,7.320514461,98,0,46.9,2,95,7.72,99,0.1,446,2.3,2.3,0.721,12.4,4.33729074083249
1974,2000,1,75.7,121,2,5.58,9.87102142,0,0,45.9,2,99,7.76,98,0.2,46,2.4,2.3,0.716,12.1,4.33990170837321
1975,2015,1,62.9,275,10,0.0,0.0,67,38,48.6,12,74,0.0,73,0.6,0,1.3,1.3,0.515,10.0,4.157319361383489
1976,2014,1,62.7,278,10,0.01,208.2311603,67,2299,47.9,13,64,4.26,73,0.7,2182,1.3,1.3,0.511,10.0,4.154184562578117
1977,2013,1,62.4,281,10,0.01,25.70881695,73,12,47.2,13,8,4.78,79,0.8,229,1.3,1.3,0.506,10.0,4.14946386144318
1978,2012,1,62.2,284,10,0.01,31.6357652,68,0,46.4,13,81,4.55,74,1.0,271,1.3,1.3,0.501,9.9,4.146304301152812
1979,2011,1,62.0,285,10,0.88,23.40731286,66,0,45.7,13,69,4.94,72,1.0,177,1.3,1.3,0.494,9.9,4.143134726391533
1980,2010,1,61.8,286,10,0.79,18.99961966,56,0,44.9,14,72,4.18,67,1.1,1366,1.4,1.3,0.485,9.6,4.139955073474153
1981,2009,1,61.6,288,11,0.82,20.53327531,66,0,44.2,14,79,4.36,73,1.1,1166,1.4,1.3,0.477,9.2,4.136765278106052
1982,2008,1,61.4,29,11,0.81,103.7277727,59,0,43.4,14,76,4.6,63,1.3,1178,1.4,1.3,0.469,8.9,4.133565275375382
1983,2007,1,61.1,295,11,0.71,85.7175381,61,0,42.7,14,72,4.4,71,1.4,956,1.4,1.3,0.461,8.6,4.128745988939433
1984,2006,1,68.0,299,11,0.64,126.6142137,71,1,41.9,14,67,5.92,72,1.5,854,1.4,1.4,0.454,8.2,4.23410650459726
1985,2005,1,64.0,37,11,0.84,12.05551997,63,1222,41.1,15,61,6.42,72,1.5,77,1.4,1.4,0.446,7.9,4.174387269895637
1986,2004,1,59.9,314,11,0.58,158.001946,6,1385,4.4,15,59,8.39,62,1.5,637,1.5,1.4,0.439,7.6,4.109233174715851
1987,2003,1,59.6,321,11,0.59,124.3789361,67,3863,39.6,14,62,6.79,68,1.4,588,1.5,1.4,0.433,7.2,4.104294893075269
1988,2002,1,59.3,327,11,0.61,110.9803062,6,17620,38.9,14,54,7.69,61,1.4,511,1.5,1.5,0.428,6.9,4.09933210373314
1989,2001,1,59.1,331,11,0.68,93.37278497,59,4023,38.2,14,52,6.68,55,1.3,539,1.5,1.5,0.422,6.6,4.096009841541162
1990,2000,1,58.9,335,11,0.73,62.56273841,57,7135,37.5,14,51,3.98,59,1.1,631,1.6,1.5,0.418,6.2,4.092676505121403
1991,2015,1,74.0,146,2,0.0,0.0,93,0,5.2,3,89,0.0,93,0.2,419,2.0,1.9,0.692,12.3,4.31748811353631
1992,2014,1,73.9,147,3,0.01,561.7684701,87,0,49.4,3,83,9.81,87,0.2,4712,2.0,1.9,0.688,12.3,4.316153890523174
1993,2013,1,73.8,148,3,5.03,573.4346982,86,0,48.6,3,8,1.49,86,0.2,4479,2.0,1.9,0.679,12.3,4.314817884980432
1994,2012,1,73.6,148,3,5.36,441.8446244,87,0,47.9,3,83,1.33,87,0.1,3855,2.0,2.0,0.679,12.3,4.312140507209715
1995,2011,1,73.4,15,3,5.79,472.1932825,89,0,47.1,3,84,9.42,89,0.1,3988,2.1,2.0,0.675,12.3,4.309455941839047
1996,2010,1,73.2,152,3,5.65,359.9760397,89,0,46.4,3,85,9.1,89,0.1,3225,2.1,2.0,0.664,12.4,4.3067641501733345
1997,2009,1,73.0,155,3,5.39,30.93519548,85,0,45.6,3,81,9.14,85,0.1,2599,2.1,2.0,0.663,12.1,4.30406509320417
1998,2008,1,72.7,157,3,6.14,34.73924576,87,0,44.9,4,85,7.6,89,0.1,359,2.1,2.1,0.654,11.9,4.300002799195291
1999,2007,1,72.5,159,3,5.61,318.6201852,86,0,44.2,4,95,6.41,95,0.1,2312,2.2,2.1,0.649,12.0,4.297285406218791
2000,2006,1,72.3,161,3,5.61,26.18072382,92,0,43.5,4,98,6.43,98,0.2,189,2.2,2.2,0.648,12.1,4.294560608892605
2001,2005,1,72.1,163,3,6.38,20.68037294,92,0,42.8,4,96,6.7,96,0.2,157,2.3,2.2,0.646,12.3,4.291828366755733
2002,2004,1,71.9,165,3,6.2,20.60083027,9,0,42.0,4,92,5.78,92,0.2,148,2.3,2.2,0.639,12.1,4.289088639014612
2003,2003,1,71.7,166,4,6.64,155.4233076,86,0,41.3,4,86,5.99,86,0.1,1174,2.4,2.3,0.642,12.7,4.286341384539473
2004,2002,1,71.5,168,4,5.66,152.8293973,0,0,4.6,4,87,6.77,87,0.1,1148,2.4,2.3,0.632,12.2,4.283586561860629
2005,2001,1,71.2,17,4,6.66,233.8488603,0,0,39.8,5,9,7.61,89,0.1,1417,2.5,2.4,0.624,11.8,4.279440045898781
2006,2000,1,79.0,172,4,6.78,273.5758769,0,0,39.1,5,86,8.1,86,0.1,1545,2.5,2.4,0.625,11.6,4.382026634673881
2007,2015,1,75.5,123,8,0.0,0.0,9,4,55.6,10,88,0.0,9,0.1,63,1.1,1.1,0.737,13.4,4.33729074083249
2008,2014,1,75.3,125,8,0.01,973.728675,88,0,54.9,10,78,5.47,88,0.1,6491,1.1,1.1,0.735,13.4,4.334672938290411
2009,2013,1,75.3,125,8,5.38,946.6521165,88,0,54.2,11,71,5.23,88,0.1,6583,1.1,1.1,0.731,13.4,4.334672938290411
2010,2012,1,74.9,129,9,5.14,885.9858185,95,0,53.6,11,94,5.18,95,0.1,6387,1.1,1.1,0.725,13.4,4.3294166844015844
2011,2011,1,74.5,133,9,4.83,759.5380695,91,0,52.9,12,91,4.93,91,0.2,5771,1.1,1.1,0.721,13.4,4.324132656254979
2012,2010,1,73.7,14,10,4.72,69.43934508,93,0,52.2,12,92,5.3,93,0.2,522,1.1,1.1,0.708,13.3,4.3134800921387715
2013,2009,1,73.8,14,10,4.69,570.4532468,93,0,51.5,13,92,5.36,93,0.3,4166,1.2,1.2,0.706,13.3,4.314817884980432
2014,2008,1,73.9,138,11,4.85,58.4989742,93,1,5.8,14,93,4.73,93,0.3,428,1.2,1.2,0.7,13.2,4.316153890523174
2015,2007,1,74.0,133,11,4.29,516.4037021,93,0,5.2,15,93,4.6,93,0.3,3611,1.2,1.2,0.696,13.2,4.31748811353631
2016,2006,1,74.2,134,12,4.22,448.7670462,94,0,49.5,15,94,4.47,94,0.4,3171,1.2,1.2,0.693,13.0,4.320151230955794
2017,2005,1,72.8,148,13,4.44,411.5645653,94,0,48.8,16,66,4.72,77,0.4,2754,1.3,1.3,0.692,13.0,4.301358731606427
2018,2004,1,72.2,151,14,4.27,356.9393805,92,0,48.1,18,81,4.56,86,0.4,2448,1.3,1.3,0.685,12.8,4.293195420967266
2019,2003,1,72.1,152,15,4.5,34.70333523,65,0,47.4,19,95,4.6,94,0.4,218,1.3,1.3,0.686,13.3,4.291828366755733
2020,2002,1,72.6,144,16,4.03,40.53777863,0,0,46.7,20,95,4.94,95,0.4,259,1.4,1.4,0.686,13.9,4.298645025734831
2021,2001,1,72.4,142,17,4.22,302.5359058,0,0,46.1,22,9,4.98,9,0.5,1981,1.4,1.4,0.677,13.4,4.29592393562047
2022,2000,1,71.4,154,18,4.59,297.5112337,0,1,45.4,24,93,4.83,98,0.5,1996,1.4,1.4,0.674,13.5,4.282206299391671
2023,2015,1,68.5,211,52,0.0,0.0,6,619,25.4,66,79,0.0,6,0.1,2878,1.0,9.7,0.679,11.7,4.241326752570746
2024,2014,1,68.4,214,54,4.52,31.27232188,67,58848,24.8,68,77,4.71,67,0.1,2842,1.0,9.7,0.676,11.7,4.239886867512759
2025,2013,1,68.1,219,55,4.61,24.58973399,89,2920,24.3,69,84,4.56,89,0.1,276,1.0,9.7,0.671,11.7,4.235554730773624
2026,2012,1,68.1,217,56,5.02,212.7418488,88,1536,23.7,71,88,4.46,88,0.1,2581,1.0,9.7,0.666,11.6,4.235554730773624
2027,2011,1,68.0,218,57,4.96,191.4949779,87,6538,23.1,72,87,4.29,87,0.1,2352,1.0,9.7,0.669,11.5,4.23410650459726
2028,2010,1,67.9,218,58,4.85,198.2563794,77,6368,22.6,74,78,4.37,79,0.1,2129,1.0,9.7,0.662,11.4,4.232656178019613
2029,2009,1,68.0,219,59,4.42,159.5348489,85,1469,22.1,76,86,4.41,87,0.1,1825,1.0,9.7,0.661,11.7,4.23410650459726
2030,2008,1,67.5,217,60,4.21,155.4767618,88,341,21.6,78,91,4.5,91,0.1,1919,1.0,9.7,0.655,11.5,4.22683374526818
2031,2007,1,67.5,216,62,4.19,137.327474,87,530,21.1,80,87,3.94,87,0.1,1672,1.0,9.7,0.648,11.4,4.22683374526818
2032,2006,1,67.3,219,63,4.08,121.3625467,77,9,2.6,82,88,3.95,88,0.1,1391,1.0,9.7,0.646,11.5,4.223909766576744
2033,2005,1,67.0,223,65,4.22,105.7306982,49,118,2.1,84,9,3.91,89,0.1,1194,1.0,9.7,0.642,11.6,4.219507705176107
2034,2004,1,67.3,218,66,4.45,13.39905105,48,3025,19.6,86,85,3.23,88,0.1,179,1.0,9.7,0.636,11.6,4.223909766576744
2035,2003,1,67.2,217,67,4.44,0.901149288,52,10511,19.2,87,85,3.25,84,0.1,11,1.0,9.7,0.631,11.6,4.222444564849416
2036,2002,1,66.8,221,68,4.42,0.09987219,42,7003,18.7,89,77,2.79,79,0.1,1,1.0,9.7,0.625,11.4,4.216562194946349
2037,2001,1,66.8,221,68,4.54,69.0204245,45,7360,18.3,89,76,3.0,79,0.1,957,1.0,9.7,0.622,11.4,4.216562194946349
2038,2000,1,66.8,219,69,4.73,11.69704463,7,7120,17.8,90,74,3.21,78,0.1,138,1.0,9.6,0.618,11.4,4.216562194946349
2039,2015,0,77.5,117,2,0.0,0.0,96,0,61.7,2,92,0.0,98,0.1,12565,1.9,2.0,0.852,16.4,4.363098624788363
2040,2014,0,77.3,12,2,10.71,243.808475,96,0,61.1,2,94,6.35,98,0.1,14341,1.9,2.1,0.85,16.4,4.360547602996758
2041,2013,0,77.1,12,2,11.63,23.43533487,96,84,6.4,2,95,6.4,99,0.1,1378,2.0,2.1,0.838,15.4,4.35799005684564
2042,2012,0,76.8,125,2,10.81,230.040097,97,71,59.7,2,95,6.62,99,0.1,13145,2.0,2.1,0.834,15.3,4.354141431184346
2043,2011,0,76.7,128,2,10.93,250.0773782,98,0,59.1,2,96,6.7,99,0.1,13893,2.0,2.2,0.829,15.4,4.3528552573736015
